2020-01-20 21:30:55,"b'United Airlines #Airbus A320-200 Economy Class, #Seattle nach San Francisco https://t.co/oDHeTun9Rs #a320\xe2\x80\xa6 https://t.co/KkFKbfqr2k'"
2020-01-20 21:10:22,b'@united do you have any plans to allow 2 check-in bags per passenger for EWR &gt; BOM? #unitedAIRLINES https://t.co/4swst6tNP1'
2020-01-20 20:12:07,"b'My wife is scheduled to travel to Wuhan tomorrow on United, trying to reschedule her travel plans due to the corona\xe2\x80\xa6 https://t.co/qnGkKFuTg1'"
2020-01-20 19:54:38,b'The last 27 hours in DEN were a dream! \xf0\x9f\x8c\x99\xf0\x9f\x9b\xa9\xf0\x9f\x8c\xa5 @united \n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n#dreamliner #ual #pilotlife #unitedairlines #huddisplay\xe2\x80\xa6 https://t.co/Lhw1wHys7h'
2020-01-20 19:44:48,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 19:36:52,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 19:36:50,b'Exit Seat 20A on this 737-924. Time to go home. UA 364 FLL to IAH then UA 2157 to SNA. #fll #iah #sna\xe2\x80\xa6 https://t.co/qFXeFXkz0h'
2020-01-20 19:34:10,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 19:12:46,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 19:07:47,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 19:02:28,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 19:02:26,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 19:01:31,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 19:01:14,"b""RT @cassidysvacay: Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines #aviationphotogra\xe2\x80\xa6"""
2020-01-20 19:00:42,"b""Take a look at United's newest 789 get photo bombed by an F-35! #avgeek #airforce #F35 #unitedairlines\xe2\x80\xa6 https://t.co/tijbulOPM3"""
2020-01-20 18:33:01,"b'My wife is scheduled to travel to Wuhan tomorrow on United, trying to reschedule her travel plans due to the corona\xe2\x80\xa6 https://t.co/kqY79GO9TJ'"
2020-01-20 17:42:20,b'Not how I prefer starting a 6 day trip. Currently no delays reported. .\n.\n.\n.\n#mci #roadwarrior #unitedairlines\xe2\x80\xa6 https://t.co/11V7TBJxt6'
2020-01-20 17:39:53,b'Re-tweet if you are disappointed with @united and reply with issues  #united #unitedairlines #UA'
2020-01-20 17:14:33,b'@united Slots available for Long Beach (LGB)!  Need to see UA in LGB!  #lgb #unitedAIRLINES #lbairport #LBC #longbeach'
2020-01-20 14:26:50,"b'Too bad my brother ain\xe2\x80\x99t workin right now, I woulda bothered his ass lol malie #UnitedAirlines \xf0\x9f\x98\x82'"
2020-01-20 14:26:45,"b'@united No change in aircraft, no change in schedule, completely sexist move  to make sure the male was more comfor\xe2\x80\xa6 https://t.co/9xdtWid2rs'"
2020-01-20 12:22:10,"b""@united It's HOW #UnitedAirlines got us there that's the problem. I gave the flight number - delayed, then sat on r\xe2\x80\xa6 https://t.co/lmaCI0djTz"""
2020-01-20 08:44:09,b'Fly_com: United Airlines launched a fare sale starting at just $97 one way (including tax).\xe2\x80\xa6 https://t.co/xsucjUPlEm'
